Add,Hotel,Zip,badgetext,extendadd,partial_entry,ratingDate,ratingbubble,review_title,stars
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",4,Lake Buena Vista,This review is only about the lack of creativity and elegance in the new renovation and redesign. Color and vibrancy are missing. Now there's nothing unique or special about the the Boardwalk decor and it's starting to look like every other mid level hotel chain....,"March 11, 2017","ui_bubble_rating bubble_20,ratingDate relativeDate",The ambiance and decor lacks the artfulness and charming character it once had. ,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",24,Lake Buena Vista,"Ugh I love the boardwalk. The atmosphere and theming so unique and fun. We usually only stay here when they are offering discounts and deals because it does run pricey. The villas are nice and spacious, did wish they had one more toilet though. The...","January 9, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Favorite Disney hotel ,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",2,Lake Buena Vista,Boardwalk is walk-able to both Epcot and Hollywood Studio's. Being able to leave the parks and then be able to return to the park if you want is a nice feature. With the Boardwalk entertainment close at hand also makes it a great location for...,"March 13, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate","Location, location, location",4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",15,Lake Buena Vista,"We recently stayed at BWV as guests of some friends who are DVC owners. This was our first time staying in a DVC property; we typically stay in a deluxe, usually Animal Kingdom Lodge or The Contemporary. We were just off of a Disney Cruise,...","March 12, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate","Fantastic hotel, fantastic location. Can't wait to go back!",4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",2,Lake Buena Vista,"Returned home yesterday from a week at the Boardwalk Villas. Love the updates in the Villas and the new beds are wonderful. Love the decor, location, and restaurants. Our villa was very clean and as always our towels were perfectly white and fluffy soft. Staff...","March 12, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Love this location!!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",50,Lake Buena Vista,"We stayed in a deluxe studio room with a view of the Boardwalk area. From our balcony we could see the Yacht and Beach Club Resorts as well as parts of Epcot.
Check in was quick even though we were a bit early. They indicated...","February 6, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Boardwalk view room - could see Spaceship Earth in Epcot from bed!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",3,Lake Buena Vista,"As a die-hard Animal Kingdom Lodge Villas fan, I did not expect to love this property. Leading up to my vacation I was Googling comparisons on the two and across the board people seemed to prefer AKL, so I felt like I was going backwards,...","February 2, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Didn't expect to love it...,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",10,Lake Buena Vista,Our first stay at the Boardwalk was memorable. The location is really special - we had an excellent room with a balcony overlooking the square and the lake. We enjoyed watching the EPCOT fireworks from our balcony- room was beautifully decorated and furnished.,"February 14, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Such a great spot,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",16,Lake Buena Vista,"Disney's BoardWalk Villas is a spectacular hotel. My room was very clean, and so big! The balcony was also huge! The furnishings were very impressive as well. I loved the location and it was so nice to only be a short walk away from Epcot....","February 12, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Wonderful Hotel and Great Location!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",41,Lake Buena Vista,"The location of the Boardwalk and its 2 sister resorts are between my favourite parks - Epcot and Disney Studios. Travel by foot, bus and boat make this a great location. The Boardwalk activities all around are fun and create a fun environment.
My own...","February 9, 2017","ui_bubble_rating bubble_30,ratingDate relativeDate",Love the Location - Know Before You Go - Wonderful Rooms,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",35,Lake Buena Vista,"The villas have been renovated and are decorated in a manner which I find very relaxing. The space in the one bedroom villa is amazing. I love the bathrooms because there are two separate rooms. One has a walk-in shower, commode, and sink with double...","February 8, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Best Room I have stayed in on Disney Property,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",9,Lake Buena Vista,My husband and I recently stayed at the Disney's Boardwalk. We were excited about staying at our home resort (as DVC members) as we hadn't been able to get in previously but have to say were disappointed with how un Disney it felt. We only...,"January 17, 2017","ui_bubble_rating bubble_20,ratingDate relativeDate",Disney Disappointed,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",154,Lake Buena Vista,"Still a delightful property, with the Disney magic spin on a boardwalk should be, but looking a little frayed at the edges. This is surprising for a Disney that used to keep its prime properties in prime condition. Carpet needs repaired or replaced. Paint needs...","January 14, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Needing Refurbishing ,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",35,Lake Buena Vista,This place is awesome you can walk to Epcot the grounds are beautiful and the room is as clean as a whistle what a place. Great restaurants along the boardwalk a lot to choose from. As you would expect the people that work here are...,"January 12, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",What a place,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",136,Lake Buena Vista,"This will be very short and to the point as my other reviews. We travel to Disney several times per year. We are very low maintenance and does not take much to make us happy.
One night stay
Arrived Wednesday 2-21-2017 South West Air /...","March 2, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Boardwalk Villa,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",46,Lake Buena Vista,"Attentive service. Awesome location. DD, age 4, loves the kiddie pool with spraying elephant and it is convenient that the playground is right next to it. Fun kid's activities at the pool. Clean grounds. Comfortable beds. Quiet halls. Lots of activities nearby on the Boardwalk....","March 2, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Exceeded Expectations,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",10,Lake Buena Vista,We own DVC at Bay Lake but love staying at the Boardwalk! It always has great service!! And what a great place for Epcot! There could be more elevators but we always enjoy our stay!! And the lobby-perfect!,"February 24, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Great resort and location!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",55,Lake Buena Vista,As a Disney Vacation Club member we stay at a lot of different resorts. We stayed here for just one night. Room was ready early and we were able to check in pretty quickly. That was a plus. The room was a little small but...,"February 17, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Studio was adequate!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",8,Lake Buena Vista,"We stayed here on our last DW vacation and it was amazing! The staff was friendly, the room was nice, and the location is AWESOME if you love Epcot and Hollywood Studios. We had a studio villa. It was a nice size. Biggest complaints; air...","March 11, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",One of the best,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",20,Lake Buena Vista,"We are local so we wanted to do be able to enjoy the Epcot Food and Wine Festival and not have to worry about transportation. We picked the one bedroom villa as we wanted a bit of a nicer room.
It was moderately priced for...","January 7, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Stayed During Epcot Food and Wine Festival 2016,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",15,Lake Buena Vista,We stayed there for two night at a boardwalk view studio. One of the best stays we had at WDW. The views were amazing and we were even able to partially see some of the illuminations fireworks. Being close to Epcot was definitely a plus....,"January 4, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Perfect Boardwalk Views,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",63,Lake Buena Vista,"We really wanted to visit Epcot and do it in bite-sized chunks, since it's so big, so this was perfect. The 1-bedroom villa we had was great for 2 adults and 2 teenagers, except if they take a long time in the bathroom. We ordered...","January 3, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Perfect for Epcot,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",5,Lake Buena Vista,From the time we walked into this place we felt happy. Staff all happy and wanting to help you. When we got our room we wasn't disappointed clean and well maintained. Went down to front desk to sort out a ticket issue and they sorted...,"January 3, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",A place worth staying at.,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",131,Lake Buena Vista,"As Disney Vacation Club members we love this resort and recently spent 4 nights here in a one bedroom unit, with a Boardwalk view. Though the setting and the unit were as nice as we remember, the attitude of the front desk and concierge were...","March 31, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate","Still love this resort, but the Disney attitude is slipping!",4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",1,Lake Buena Vista,Property was recently renovated and all the villas are amazing. Location can't be beat with walking distance to Epcot and Hollywood Studios. Entertainment and places to eat on the Boardwalk add to the appeal for this resort. It's our favourite place to stay while visiting...,"May 18, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Boardwalk Villas Studio,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",2,Lake Buena Vista,Gorgeous hotel. Unfortunately our room 3006 had not been refurbished but the view of the lake between boardwalk and swan and dolphin with the boats travelling by was perfect.Easy short walk to Disney studios and Epcot and a great location for an early morning jog.,"March 20, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Great location to stay,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",17,Lake Buena Vista,Stayed at the Boardwalk Villas from 5/15-5/20 and as always I can say that I enjoyed the stay. 1 bedroom unit was recently renovated and was on the 5th floor overlooking the Boardwalk. It also had 2 balconies but one was unable to use because...,"May 23, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Annual trip to the Boardwalk,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",160,Lake Buena Vista,"I'm picky . I admit it . We are Dvc owners since 2012 and one by one getting to each resort . The Grand Floridian is top banana in my book but the Boardwalk is a tie now .
Pros - location ! Walk to...","April 15, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Bravo boardwalk!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",55,Lake Buena Vista,"Loved the resort. Stayed three nights. Big room, great amenities. Had construction going on during our visit, but did not bother us (other than wife nor getting the coveted construction pin) close to Epcot and Hollywood Studios. So many other resorts to choose. Probably not...","May 2, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Very nice resort,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",118,Lake Buena Vista,"First time staying at the Boardwalk Villa and they did not disappoint. Friendly staff. Beautiful room. What a view too! They gave us the room we requested and couldn't be happier. Parking was a bit far from the villas. Other than that, it was such...","May 30, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Beautiful boardwalk view DVC studio villa!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",176,Lake Buena Vista,"This was our first visit to Boardwalk Villas, and we loved it! We spent the majority of our time at Epcot, which is close walking distance to the Boardwalk. This was ideal! We could also walk or take a boat to Hollywood Studios, which was...","February 1, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",New favorite place!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",129,Lake Buena Vista,"The location is outstanding. It is within walking distance of both Epcot and Disney Studios. The hotel itself is in need of an update. The common areas are looking a big tired. The other issue is that there are no restaurants right in the hotel,...","February 1, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate","Great Location, but in need of update.",4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",23,Lake Buena Vista,"Our front desk attendant, Derek, stated our room was upgraded to a suite. This wasn't an upgrade at all! Our room #5068 was a 1 bedroom suite but slept less people than a standard room and was right next to the elevators. During the middle...","January 9, 2017","ui_bubble_rating bubble_20,ratingDate relativeDate",Beware of Upgrade Scam!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",67,Lake Buena Vista,"I first came to WDW on my honeymoon five and a half years ago, and my husband and I stumbled upon Disney's Boardwalk Resort as we were exploring one night after being at Epcot. We entered the main lobby and were starstruck with the elegance...","March 11, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",A Disney Dream Come True!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",34,Lake Buena Vista,"Just got home from the Boardwalk Villas. My wife and I loved the experience. The recently updated room was unbelievable. Obviously the location can't be beat. The front desk, store and food attendants were all amazing. My only complaint was the bellhop hinting and suggesting...","March 3, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Awesome Experience!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",38,Lake Buena Vista,"The Boardwalk Villas are a great location! The activities on the boardwalk and being able to walk to Epcot and take a boat to Hollywood Studios are great!
So, for those benefits, you deal with: your bed has very thin covers. If you like comforters,...","March 2, 2017","ui_bubble_rating bubble_30,ratingDate relativeDate",Bring an extra blanket!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",24,Lake Buena Vista,"Our favorite property at WDW. Had a second floor Studio overlooking the Boardwalk and Crescent Lake. Newly refurbished room was nicely done and quiet as long at the balcony doors were closed. Location is this resort's outstanding asset... signature dining, casual dining, and quick serve,...","March 29, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Annual Anniversary Trip,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",42,Lake Buena Vista,The location was perfect for Epcot and Hollywood Studios. The rooms were very nice and clean. Since there are so many rooms and the area facing the boardwalk is storefront the rooms tend to be tucked away with more walking required. We also found that...,"March 29, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Location Location Location,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",8,Lake Buena Vista,"I realize that not only has this resort recently undergone (and continues to undergo) refurbishment, but our one bedroom villa was old and tired. The furniture and carpet was stained. Housekeeping was definitely in a hurry as there was dirt and paper on the floor,...","March 23, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Convenient but old,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",107,Lake Buena Vista,"This is the fifth DVC property that we've been able to stay at with our membership and it was great. We were only staying for a night after our cruise so we didn't get to explore the entire resort, but what we did see and...","March 21, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Great location and nice rooms,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",84,Lake Buena Vista,First I have to say I am a true Disney fan all the way! I love the magic about everything in both the parks and the resorts. This day we chose the villas to try them out. We had a great view of the Swan...,"May 17, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Good ,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",36,Lake Buena Vista,Stayed at this property with my wife for a weekend getaway. We have stayed at many of Disney properties and we found these accommodations to be wonderful. We had a one bedroom villa which seemed you to have been updated recently. The layout was similar...,"March 18, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate","Great walk along the ""Boadwalk""",4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",4,Lake Buena Vista,The boardwalk villas are very nice many amenities...only wish the smaller pool had a bar and music..only the main has it..the food and drink on the boardwalk is quite pricey ..I would definitely return.,"March 18, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Disney Vacation ,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",8,Lake Buena Vista,Our family went to Disney World last December and stayed at the Boardwalk Villas. We were able to get it a great rate through a Vacation Club exchange service. It was a two bedroom. It had plenty of space. The lay out of one of...,"March 16, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Wonderful Hotel,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",135,Lake Buena Vista,"Since Boardwalk is not our “home” resort we have tried unsuccessfully for years to book a studio there. Finally, we got lucky and a cancelation occurred while we were on a waitlist.
It was obvious that the rooms had been recently renovated. The cushions on...","March 16, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Worth the Wait,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",2,Lake Buena Vista,Stayed at the Boardwalk from 5/15-5/20 and as always enjoyed this DVC resort. The room was recently renovated and I found no issues....The balcony was on the 5th floor overlooking the Boardwalk....My only issue was that a bird set up a nest on an overhang...,"May 23, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Annual trip to the Boardwalk,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",14,Lake Buena Vista,"We rented a studio villa for our last family trip. We have stayed at the boardwalk hotel previously and loved the location, so decided to return. The studio sleeps 5, but is a little tight for that many. Like all Disney trips, you may not...","May 21, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Prime location! ,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",64,Lake Buena Vista,We arrived @ 8 am for our Disney stay. We were checked in by the nicest case member and received our Magic Bands. They were nice enough to store our luggage until our room was ready ( so we took off for a short walk...,"May 18, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Superb,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",14,Lake Buena Vista,"When people tell you, ""Location, location, location"" they must have spent a vacation at Disney's BoardWalk Villas. When you arrive and enter the lobby, you are taken aback by the ambiance of early 20th century Atlantic resorts. Then there are the rooms. They are tastefully...","May 18, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate","A fabulous place to stay at Disney if you like the parks, the pools, the food, or the nightlife",4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",7,Lake Buena Vista,The Boardwalk Villas are extremely nice and so convenient. Very clean with very friendly and efficient staff. The location just makes it all a magical experience. It doesn't matter how far you may have to walk to get to your room because after spending a...,"April 12, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Very Likeable,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",6,Lake Buena Vista,"Loved this hotel. Extremely quiet and clean room facing quiet pool. Slept like a baby. Front desk very responsive. Would stay here again. Lovely property and grounds. Beds soft and comfy. So convenient to Epcot, etc.","April 12, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Near-Perfect Stay!,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",38,Lake Buena Vista,"Just got back from Disney's Boardwalk Villas. We had a 1 bedroom suite.
There are several pros: 1) location is among best in Disney. Lots of restaurants within walking distance, including all of Epcot; 2) it's great to have kitchen; 3) gym is decent for...","April 6, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Better than Average,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",21,Lake Buena Vista,I am surprised how nice the Disney Vacation Club turned out to be! My friend used her points for us to stay 6 days at the Disney BoardWalk Villas it was a perfect week with excellent accommodations! We were treated sooo nice! Great place to...,"April 1, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Home at Disney,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",33,Lake Buena Vista,It's taken us several years to book a board walk view and we are glad we finally made it. The closeness to the action and to Epcot is great. We were worried about excessive noise from the board walk below but that wasn't the case...,"May 2, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Boardwalk Villas Finally,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",22,Lake Buena Vista,This was our 4th stay at the BWV. We love the location on the WDW property and the ability to walk to Epcot & Hollywood Studios. The theming of the resort is beautiful. Our room was beautiful and spacious. We will return! The only negatives...,"April 21, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",We love the BWV,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",11,Lake Buena Vista,"This was our first stay at the Boardwalk and we stayed in a one bedroom standard view room. We were really lucky and got one of the corner rooms which was huge, it’s just a shame there is not more furniture. The rooms were lovely...","May 30, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Lovely place to stay in a great location,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",13,Lake Buena Vista,My 14 year old daughter and I had a magical Easter weekend with friends at Walt Disney World. This was my daughters first time at Disney so we had to do it right and stayed on property at Disney's Boardwalk Villas. From the minute we...,"May 28, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Easter Weekend with friends and family,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",15,Lake Buena Vista,We have been VC member since 1992 and have stayed at a number of VC resorts at Disney. The Boardwalk is at the bottom of the list as far as I am concerned. We had a two bedroom and a studio. The rooms are small...,"May 26, 2017","ui_bubble_rating bubble_20,ratingDate relativeDate","Okay Place, but not best Option for a Vacation Club Stay",4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",11,Lake Buena Vista,We are Disney vacation club members. And this was our first visit here. Will never stay again. The cast members at the check in desk were rude and in helpful the bell service cast members were also very rude. Like it was a chore to...,"May 23, 2017","ui_bubble_rating bubble_10,ratingDate relativeDate",Rude,4.0 Star Hotel
2101 Epcot Resorts Blvd,Disney's BoardWalk Villas,"Orlando, FL 32830-8442",49,Lake Buena Vista,"My husband and I just returned from a weekend stay at the Boardwalk Villas. We had a poolview studio room on the 1st floor (#1036). We received a text around noon that our room was ready, so that was greatly appreciated (generally checkin at the...","June 14, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Can't Beat the Location!,4.0 Star Hotel
