Add,Hotel,Zip,badgetext,extendadd,partial_entry,ratingDate,ratingbubble,review_title,stars
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",4,Lake Buena Vista,Disney is always amazing but I wasn't feeling the theming here. It has lower ceilings to make you feel like you're in a boat and its dark with lots of dark wood and deep colors. I prefer the Beach Club since its light and airy....,"April 29, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Disney Quality,4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",19,Lake Buena Vista,"First time visit with family. Hotel looks stunning from the backside / water are and the overall theming is excellent. Not sure of the sailor type uniforms for the lobby staff however but it does all tie together fairly well. Spacious lobby, Bright and airy...","April 28, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Beautiful building and location but overpriced / rated by Disney and needs a good tidy up in places,4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",8,Lake Buena Vista,Visited Disney many times but this was our first stay at the Yacht Club. It more than exceeded our expectations! Anyone who has taken a Disney vacation knows it can get expensive in a hurry but I have to admit Disney does a wonderful job...,"May 16, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate","Convenient, Comfortable, and Classy!",4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",5,Lake Buena Vista,"I love the Yacht Club Resort! It has charm, sand bottom pool, great food and easy walk/boat ride/bus ride to all the action. I loved the theme. There is less of a crowd here. Buses are not full. The staff is wonderful.","May 16, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate","By Far, My Favorite Disney Resort!!!",4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",117,Lake Buena Vista,"I did tons of research on the Disney Resorts prior to choosing the Yacht Club. Ok ew we wanted to stay on-site so we could book dinner reservations and fast-passes as early as possible. Ultimately I chose the Yacht Club for the following reasons:
-more...","May 16, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Great location and a very good stay,4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",26,Lake Buena Vista,"Stayed for three nights for a conference. Have stayed there four or five times in the last seven years. The entire third floor of the yacht club is being remodeled so it's a bit noisy during the day (drilling sounds).
New (remodeled) rooms are nice...","April 22, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Nice stay ... But under construction ,4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",17,Lake Buena Vista,"I can't say enough about the exceptional service we received while at the Yacht Club! For the past several years, our family has been vacationing at Disney during spring break to escape our cold Michigan winters and enjoy the magic that Disney always brings us....","April 18, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate","Exceptional service, excellent location",4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",12,Lake Buena Vista,The newly remodeled rooms on the club level are very nice. There is plenty of storage & closet areas with lighting. Both the vanity area & the actual bathroom have sliding pocket doors. Glass shower doors are an improvement over cloth curtains. There are many...,"April 17, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Great stay at Yacht Club - Club Level ,4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",9,Lake Buena Vista,"We were pleasantly surprised by the new rooms at the Yacht Club! See for yourself. And, it doesn't show the lighting details in the closets and when you open the mini refrigerator. Pull out bed on the couch with the large coffee table. So....wonderful!","April 15, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",New Rooms make for an even better stay.,4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",85,Lake Buena Vista,"Loved the decor and convenient to Disney Hollywood Studios (boat) and EPCOT - and there's also busses to there and other parts of WDW, obviously. Definitely feels and looks like an upscale hotel. Can't wait to come back and see more of this resort.","May 19, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Impressive and convenient,4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",1,Lake Buena Vista,"We truly enjoyed our stay at the Disney yacht club/ club level. It was our first time staying at a Disney resort, so we don't have any others to compare it too. We have stayed at many different resorts internationally, and the service that we...","April 26, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Amazing ,4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",83,Lake Buena Vista,"Several meetings at this hotel. Transportation of people is phenomenal from meeting rooms, dinners etc. beach and pools as well as Disney ambiance apparent everywhere from check in to check out. Rooms spacious","April 26, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Business conference,4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",37,Lake Buena Vista,"We enjoyed our stay at the Yacht Club. We stayed in a newly renovated room with a balcony with a gorgeous bay view. The room was beautiful with hardwood floors and a nice size shower/toilet room, separate double sink area. (I found The Floridian &...","April 25, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Great Stay,4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",4,Lake Buena Vista,The restoration of this resort is nothing less than spectacular...The rooms are large beautiful and the sand bottom pool is to die for! Beds are very comfortable and the proximity to Epcot is amazing. The rooms remind me of the Ritz Carlton!!,"May 7, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Up a Notch!,4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",44,Lake Buena Vista,"This resort is in a fantastic location, walking distance to Epcot and Hollywood studios, unfortunately for us the first room we were allocated had renovations going on above, However they did move us to a newly renovated room which was wonderful, however on the day...","May 6, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate","Fabulous location, shame about noisy renovations",4.0 Star Hotel
1700 Epcot Resorts Boulevard,Disney's Yacht Club Resort,"Orlando, FL 32830-8407",9,Lake Buena Vista,"Very pretty hotel, we had a great room at club level (5th floor) with balcony view was awesome. The lobby was beautiful and very clean. Room was a little dated, no safety rails in the bathtub, Good Housekeeping daily. Turn down bed service and chocolates...","May 2, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Celebrating Retirement!,4.0 Star Hotel
